Open time,Open,Close,High,Low,Volume,Amount,Cluster
43091,172000,172000,172000,172000,621981.0,106980732,0
43091,165000,16500000001,16500000001,165000,1245452.0,20549958,1
43091,16500000002,16500000002,16500000002,16500000002,401089.0,6617968501,1
43091,170000,170000,170000,170000,11084725.0,188440325,0
43091,170000,170000,170000,170000,16481358.0,280183086,0
43091,170000,170000,170000,170000,6468201.0,109959417,0
43091,170000,170000,170000,170000,294206.0,5001502,0
43091,170000,16999999987,170000,16999999987,1512727.0,2571635898,1
43091,16999999987,16999999987,16999999987,16999999987,4640951.0,78896166939,1
43091,161000,161000,161000,161000,704.0,113344,0
43091,15406984605,15406984605,15406984605,15406984605,2340057.0,36053222174,1
43091,15406984605,15406984605,15406984605,15406984605,5929071.0,91349105619,1
43091,15406984605,15406984605,15406984605,15406984605,516565.0,7958709002,1
43091,15406984593,15220000001,15406984605,15220000001,18497232.0,284064574459,1
43091,16999999987,16999999987,16999999987,16999999987,1056.0,1795199999,1
43091,156550,156550,156550,156550,218728.0,342418684,0
43091,156550,156550,156550,156550,517923.0,8108084565,0
43091,156550,155550,156550,155550,1544422.0,2414949868,0
43091,155550,155550,155550,155550,28688.0,44624184,0
43091,155550,155550,155550,155550,226701.0,3526334055,0
43091,155550,155550,155550,155550,32406065.0,504076341075,2
43091,155550,155550,155550,155550,15187845.0,236246928975,0
43091,155550,155550,155550,155550,5313833.0,82656672315,0
43091,155550,15255372322,155550,15255372322,1685083.0,25806878811,1
43091,15255372322,15255372322,15255372322,15255372322,230457.0,3515707339,1
43091,15255372322,15255372322,15255372322,15255372322,230392.0,351471574,1
43091,152200,152000,152200,152000,2418449.0,3680064816,0
43091,15553999989,15553999989,15553999989,15553999989,15463546.0,240519994314,1
43091,15553999983,15553999983,15553999983,15553999983,443855.0,6903720662,1
43091,15000000001,15000000001,15000000001,15000000001,4578203.0,68673045005,1
43091,15000000002,15000000002,15000000002,15000000002,955601.0,14334015002,1
43091,15000000002,15000000002,15000000002,15000000002,27732399.0,415985985055,1
43091,15000000001,15000000001,15015015018,15000000001,43730585.0,656416220568,2
43091,15000000001,150000,15000000001,150000,3563781.0,53456715001,0
43091,150000,15000000001,15000000001,150000,2727242.0,40908630002,0
43091,15000000001,15000000001,15000000001,150000,8848758.0,132731370005,1
43091,15000000001,15015015016,15015015016,15000000001,5359798.0,80418760306,1
43091,15015015016,15015015016,15015015016,15015015016,430346.0,64616516521,1
43091,15015015016,15015015016,15015015016,15015015015,15521846.0,233060750762,1
43091,15015015016,15015015016,15015015016,15015015016,10124542.0,15202015016,1
43091,15015015016,15015015016,15015015016,15015015016,1780919.0,26740525527,1
43091,15015015016,15015015016,15015015016,15015015016,28688.0,430750750779,1
43091,150150,150150,150150,150150,288.0,432432,0
43091,15015015016,15015015016,15015015016,15015015016,1017087.0,15271576578,1
43091,15015015016,15015015016,15015015016,15015015016,1024053.0,15376171172,1
43091,15015015016,15015015016,15015015016,15015015016,6235888.0,93631951958,1
43091,15015015016,15015015016,15015015016,15015015016,63.0,945945946,1
43091,15015014016,15015014016,15015014016,15015014016,8212517.0,123311057861,1
43091,15015014016,15015014016,15015014016,15015014016,384882.0,5779008625,1
43091,150150,15015014016,15015014016,150150,16037.0,240795612,0
43091,15014999999,15014999999,15014999999,15014999999,3302396.0,49585475937,1
43091,15015015007,15015015007,15015015007,15015015007,1010033.0,15165660653,1
43091,15015015006,15015015006,15015015006,15015015006,2942062.0,44175105079,1
43091,14500000003,14500000002,14500000003,14500000002,12253807.0,177680201527,1
43091,14500000002,14500000002,14500000002,14500000002,1715348.0,24872546004,1
43091,14499999998,14499999998,14499999998,14499999998,4487755.0,65072447491,1
43091,14499999997,14499999997,14499999997,14499999997,715086.0,10368746998,1
43091,14499999997,14499999997,14499999997,14499999997,241137.0,3496486499,1
43091,14782243495,14782243495,14782243495,14782243495,1006606.0,14879894996,1
43091,14782243494,14782243494,14782243494,14782243494,21.0,31042711338,1
43091,14782243495,14782243495,14782243495,14782243495,1008112.0,14902157054,1
43091,15000000003,15000000003,15000000003,15000000003,1250721.0,18760815004,1
43091,145000,145000,145000,145000,6186485.0,897040325,0
43091,145000,145000,145000,145000,12825849.0,1859748105,0
43091,140000,140000,140000,140000,5765635.0,8071889,0
43091,140000,140000,140000,140000,10560011.0,147840154,0
43091,140000,140000,140000,140000,299.0,4186,0
43091,140000,140000,140000,140000,1786556.0,25011784,0
43091,140000,140000,140000,140000,683179.0,9564506,0
43091,140000,13521000004,140000,13521000004,7874756.0,106723621896,0
43091,140000,140000,140000,140000,6945982.0,97243748,0
43091,140000,14564559228,14564559228,140000,3387529.0,47969296715,0
43091,140000,140000,140000,140000,124.0,1736,0
43091,13521000005,13521000005,13521000005,13521000005,8714713.0,117831634517,1
43091,13521000005,13521000005,13521000005,13521000005,2175885.0,294201410963,1
43091,13521000005,13521000005,13521000005,13521000005,9350128.0,126423080736,1
43091,13521000005,13521000005,13521000005,13521000005,10759373.0,145477482386,1
43091,13521000004,13521000004,13521000004,13521000004,1231329.0,16648799414,1
43091,13521000004,13521000004,13521000004,13521000004,1505759.0,20359367444,1
43091,13521000004,14676905222,14676905222,13521000004,3561.0,499471007,1
43091,14999999988,14999999988,14999999988,14999999988,2160492.0,32407379974,1
43091,135210,135210,135210,135210,517354.0,6995143434,0
43091,135210,135210,135210,135210,233117.0,3151974957,0
43091,135210,135210,135210,135210,1731461.0,23411084181,0
43091,135210,135210,135210,135210,2046749.0,27674093229,0
43091,135210,135210,135210,135210,21777768.0,294457201128,0
43091,135210,135210,135210,135210,1641852.0,22199480892,0
43091,135210,135210,135210,135210,23713.0,320623473,0
43091,135010,135210,135210,135010,704.0,95047278,0
43091,14250499989,14250499989,14250499989,14250499989,2587066.0,36866984005,1
43091,14999999944,14999999944,14999999944,14999999944,229322.0,3439829987,1
43091,14999999942,14999999942,14999999942,14999999942,1246.0,1869,1
43091,14999999928,14999999928,14999999928,14999999928,10062948.0,150944219275,1
43091,14999999916,14999999916,14999999916,14999999916,4357232.0,65358479634,1
43091,14999999914,14999999914,14999999914,14999999914,10243241.0,153648614119,1
43091,14999999912,1499999991,14999999912,1499999991,8467264.0,127008959246,1
43091,1499999991,1499999991,1499999991,1499999991,175988.0,26398199842,0
43091,14999999904,14999999904,14999999904,14999999904,4511.0,6766499957,1
43091,14999999897,14999999897,14999999897,14999999897,2194404.0,32916059774,1
43091,145000,145000,145000,145000,5.0,7250,0
43091,14499999996,14499999995,14499999996,14499999995,4873968.0,7067253598,1
43091,14499999995,14499999995,14499999995,14499999995,206895.0,29999774991,1
43091,14499999993,14499999993,14499999993,14499999993,21205461.0,307479184352,1
43091,14499999988,14499999988,14499999988,14499999988,13793.0,19999849984,1
43091,14499999988,14499999988,14499999988,14499999988,17491572.0,253627793791,1
43091,14499999986,14499999986,14499999986,14499999986,13793.0,1999984998,1
43091,14499999986,14499999986,14499999986,14499999986,14043322.0,203628168803,1
43091,14499999986,14499999989,14499999989,14499999986,1918938.0,278246009741,1
43091,145000,145000,145000,145000,11083911.0,1607167095,0
43091,15015015,15015015,15015015,15015015,12673376.0,19029093074,0
43091,15015014994,15015014994,15015014994,15015014994,1009022.0,15150480459,1
43091,14749999999,14749999999,14749999999,14749999999,666.0,98235,1
43091,14749999999,14749999998,14749999999,14749999998,13809614.0,203691806486,1
43091,14250499986,14250499984,14250499986,14250499984,19386871.0,276272604884,1
43091,14250499984,14250499984,14250499984,14250499984,11424813.0,162809297474,1
43091,14250499984,14250499984,14250499984,14250499984,178869.0,25489726817,1
43091,14528464251,14528464251,14528464251,14528464251,6883.0,9999941944,1
43091,14528464251,14528464251,14528464251,14528464251,22642106.0,328955027591,1
43091,14528464251,14528464251,14528464251,14528464251,5357594.0,77837612901,1
43091,14813310727,14813310727,14813310727,14813310727,1993528.0,29530749707,1
43091,14528464254,14528464254,14528464254,14528464254,456587.0,6633507908,1
43091,14530000001,14530000001,14530000001,14530000001,292824.0,425473272,1
43091,14528464252,145300,145300,14528464252,728729.0,10587421946,0
43091,14528464253,14528464253,14528464253,14528464253,2241017.0,32558535375,1
43091,14528464254,14528464254,14528464254,14528464254,141278.0,20525523728,1
43091,14528464254,14528464254,14528464254,14528464254,594891.0,8642852629,1
43091,14528464252,14528464251,14528464252,14528464251,231831.0,3368148396,1
43091,13928464231,139680,139680,13928464231,685782.0,9565467273,0
43091,13928464231,135050,13928464231,135050,793124.0,10723239687,0
43091,135050,135010,135050,135010,9681981.0,130732287069,0
43091,135010,135000,135010,135000,7352398.0,99260771716,0
43091,135000,135000,135000,135000,46318.0,625293,0
43091,130000,131000,131000,130000,2737537.0,35818905,0
43091,135000,135000,135000,135000,2364135.0,319158225,0
43091,135000,130000,13797616834,130000,2954677.0,40177041663,0
43091,130000,13579506141,13579506141,130000,11428722.0,152660233853,0
43091,13579506141,13299893883,13579506141,13299893883,17500753.0,233563441076,1
43091,125000,125000,125000,125000,1.0,1250,0
43091,13593099238,13593099238,13593099238,13593099238,2878112.0,39122462034,1
43091,123000,12210608965,123000,12210608965,281895.0,34510487177,0
43091,12210608963,12210608963,12210608963,12210608963,2851923.0,34823716545,1
43091,12210608963,12210608963,12210608963,12210608963,4041834.0,49353254468,1
43091,12210608962,12210608964,12210608964,12210608962,2063559.0,25197312023,1
43091,14128464229,14128464229,14128464229,14128464229,14182897.0,200382552928,1
43091,13099999997,13099999997,13099999997,13099999997,19340273.0,253357576242,1
43091,131000,131000,131000,131000,4171993.0,546531083,0
43091,131000,131000,131000,131000,999455.0,130928605,0
43091,131000,131000,131000,131000,400738.0,52496678,0
43091,131000,131000,131000,131000,101164.0,13252484,0
43091,131000,131000,131000,131000,15190839.0,1989999909,0
43091,13392388401,13392388401,13392388401,13392388401,135873.0,18196639892,1
43091,13392388401,13392388401,13392388401,13392388401,159225.0,2132403043,1
43091,13392388401,13392388401,13392388401,13392388401,6875788.0,92083223459,1
43091,14099999984,14099999984,14099999984,14099999984,12127802.0,171002008006,1
43091,14099999984,14099999984,14099999984,14099999984,7530618.0,10618171368,1
43091,14099999978,14099999978,14099999978,14099999978,457409.0,64494668899,1
43091,14099999978,14099999978,14099999978,14099999978,679181.0,9576452085,1
43091,12600000001,12600000001,12600000001,12600000001,4232999.0,53335787404,1
43091,12600000001,12600000001,12600000001,12600000001,15275078.0,192465982818,1
43091,12600000001,12600000001,12600000001,12600000001,12305.0,15504300001,1
43091,126000,12600000001,12600000001,126000,10175107.0,128206348203,0
43091,12600000001,12600000001,12600000001,12600000001,14615412.0,184154191216,1
43091,126000,126000,126000,126000,86064.0,10844064,0
43091,126000,125000,126000,125000,25226678.0,3172491457,0
43091,12221608964,12221608964,12221608964,12221608964,8989569.0,109866997073,1
43091,12499999982,12499999982,12499999982,12499999982,1001581.0,12519762482,1
43091,12499999983,12499999983,12499999983,12499999983,1002515.0,12531437483,1
43091,12895508066,12895508066,12895508066,12895508066,2.0,25791016132,1
43091,12895508065,12895508069,12895508069,12895508065,92531227.0,1193237184292,2
43091,12895508069,12895508069,12895508069,12895508069,10734587.0,138427953276,1
43091,12221608966,12221608966,12221608966,12221608966,1e-05,12221609,1
43091,12221608968,12509598887,12509598887,12221608968,279528.0,3496495168,1
43091,12508608967,12508608967,12508608967,12508608967,2701651.0,33793895924,1
43091,12508608967,12508608967,12508608967,12508608967,4381416.0,54805419466,1
43091,12508608967,12508608967,12508608967,12508608967,574551.0,7186833791,1
43091,12508608967,12508608967,12508608967,12508608967,2809616.0,3514438789,1
43091,12508608967,12508608967,12508608967,12508608967,8381524.0,104841206264,1
43091,122220,122220,122220,122220,3879748.0,47418280056,0
43091,12508608967,12508608967,12508608967,12508608967,500939.0,6266050067,1
43091,12222000002,12222000002,12222000002,12222000002,1e-05,12222,1
43091,12508608967,12508608967,12508608967,12508608967,70398.0,8805810541,1
43091,125070,12508608967,12508608967,125070,14506798.0,181458685883,0
43091,12222000004,12222000003,12222000004,12222000003,7867458.0,96156071704,1
43091,122220,12221608964,122220,12221608964,1771135.0,216462269651,0
43091,120000,120000,120000,120000,55042.0,660504,0
43091,12506999996,12506999996,12506999996,12506999996,1414807.0,17694991143,1
43091,12506999996,12506999996,12506999996,12506999996,4716.0,58983012,1
43091,12506999993,12506999993,12506999993,12506999993,2084264.0,26067889833,1
43091,121000,12505999997,12505999997,121000,1501554.0,18477998382,0
43091,12505999995,12505999995,12505999995,12505999995,2696486.0,33722253903,1
43091,12499999999,12506999996,12506999996,12499999999,162407273.0,203070979205,2
43091,12150000006,125000,125000,12150000006,4450214.0,54207769124,0
43091,125000,12150000005,125000,12150000005,9025369.0,111018328125,0
43091,12150000005,12162162167,12162162167,12150000005,526624.0,63996359279,1
43091,12150000004,12150000003,12162162167,120000,103226992.0,1254046789623,2
43091,12150000003,12150000002,12150000003,117500,16126854.0,191086768907,1
43091,117500,11500000001,12150000002,11500000001,60752932.0,71314474021,2
43091,12150000001,12150000001,12150000001,12150000001,520856.0,6328400401,1
43091,11500000001,11500000001,11500000001,11500000001,3997579.0,45972158504,1
43091,12150000001,12150000001,12150000001,12150000001,3639078.0,44214797704,1
43091,116000,116000,116000,116000,704.0,81664,0
43091,11600000004,11600000004,11600000004,11600000004,155682.0,18059112006,1
43091,130000,130000,130000,130000,45.0,5850,0
43091,130000,130000,130000,130000,306.0,3978,0
43091,12800000008,12800000008,12800000008,12800000008,836895.0,10712256007,1
43091,12779999999,12779999999,127800,12779999999,7384486.0,94373731074,1
43091,12779999999,12779999999,12779999999,11610000017,10979711.0,140013086663,1
43091,12770000005,12770000005,12770000005,12770000005,3593598.0,45890246478,1
43091,12770000005,12770000005,12770000005,12770000005,154955.0,1978775351,1
43091,12770000005,12770000005,12770000005,12770000005,859492.0,109757128443,1
43091,12770000003,12770000003,12770000003,12770000003,7769823.0,99220639733,1
43091,12770000001,12770000001,12770000001,12770000001,28688.0,366345760029,1
43091,11613000014,11613000014,11613000014,11613000014,2050007.0,2380673132,1
43091,127800,12000000019,127800,12000000019,6069373.0,77500676942,0
43091,14127998,14127998,14127998,14127998,400926.0,5664281726,0
43091,14123999999,14123999999,14123999999,14123999999,5941671.0,83920161198,1
43091,140000,140000,140000,140000,21217.0,297038,0
43091,140000,13125999997,140000,13125999997,6764881.0,92140422355,0
43091,13125999997,13125999997,13125999997,13125999997,6632025.0,8705196013,1
43091,13125999997,13125999997,13125999997,13125999997,2128922.0,27944230166,1
43091,14127997,14127997,14127997,14127997,70781.0,9999937557,0
43091,14127997,14127997,14127997,14127997,1424578.0,2012643371,0
43091,14127998,14127998,14127998,14127998,1416555.0,20013086207,0
43091,141280,141280,141280,141280,4403253.0,62209158384,0
43091,14127997,14127997,14127997,14127997,5562662.0,78589272048,0
43091,14227997,14227997,14227997,14227997,5436377.0,77348755647,0
43091,14227997,14227997,14227997,14227997,16950495.0,241171592009,0
43091,14227997,14227997,14227997,14227997,34954816.0,497337017184,2
43091,14127997001,14127997001,14227997,14127997001,3102165.0,43829351217,1
43091,14127997002,14127997002,14127997002,14127997002,1587865.0,2243335196,1
43091,14127997002,14127997002,14127997002,14127997002,46131.0,65173863,1
43091,14127997,14127997,14127997,14127997,111778.0,1579199249,0
43091,14127996997,14127996997,14127996997,14127996997,852296.0,12041235329,1
43091,14127996995,14127996995,14127996995,14127996995,2539027.0,35871365826,1
43091,14127996995,14127997,14127997,14127996995,50351.0,7113587767,0
43091,14127997,14127997,14127997,14127997,4981239.0,70374929648,0
43091,14127997,14127997,14127997,14127997,43.0,607503871,0
43091,145000,145000,145000,145000,573051.0,83092395,0
43091,14513472,14513472,14513472,14513472,61915.0,8986016189,0
43091,14528464251,14528464251,14528464251,14528464251,209686.0,3046415555,1
43091,14528464251,14528464251,14528464251,14528464251,3397391.0,4935887369,1
43091,14513472,14513472,14528464251,14513472,220007.0,31930977545,0
43091,14513472,14513472,14513472,14513472,2196553.0,31879610462,0
43091,141280,141280,141280,141280,261621.0,3696181488,0
43091,141280,141280,141280,141280,904273.0,12775568944,0
43091,141280,141280,141280,141280,556364.0,7860310592,0
43091,141280,141280,141280,141280,409416.0,5784229248,0
43091,141280,141280,141280,141280,384061.0,5426013808,0
43091,140000,140000,140000,140000,1029992.0,14419888,0
43091,140000,140000,140000,140000,701754.0,9824556,0
43091,140000,140000,140000,140000,5188206.0,72634884,0
43091,13377532493,13377532493,13377532493,13377532493,191752.0,25651686106,1
43091,13499999999,13499999999,13499999999,13499999999,844841.0,114053535,1
43091,13499999999,13499999999,13499999999,13499999999,1019887.0,13768474499,1
43091,13000997,13000997,13000997,13000997,49895852.0,648695822164,2
43091,13000997,13000997,13000997,13000997,15349272.0,199555839224,0
43091,13499999999,1351351351,13527040553,13499999998,7954909.0,107477973288,1
43091,13527040549,13513513508,140000,13513513508,52081.0,70652286716,1
43091,13513513508,13513513508,13513513508,13513513507,3371895.0,45566148629,1
43091,13513513507,133000,13513513507,133000,4522928.0,6102533683,0
43091,13299999999,13299999999,13299999999,13299999999,1696098.0,225581034,1
43091,13299999999,13299999999,13299999999,13299999999,744707.0,9904603099,1
43091,13299999999,133000,133000,13299999999,5374384.0,71479307197,0
43091,133000,133000,133000,133000,3472815.0,461884395,0
43091,133000,133000,133000,133000,384213.0,51100329,0
43091,133000,13513513508,13513513508,133000,803808.0,10808560302,0
43092,13513513507,13513513507,13513513507,13513513507,600741.0,8118121618,1
43092,13513513506,13513513506,13513513506,13513513506,387055.0,523047297,1
43092,13513513506,13513513506,13513513506,13513513506,385098.0,5204027024,1
43092,13513513506,13513513506,13513513506,13513513506,4984983.0,67364635098,1
43092,13513513506,13513513506,13513513506,13513513506,6587866.0,89025216166,1
43092,13513499999,13513499999,13513499999,13513499999,2791644.0,37724881191,1
43092,12100000014,12100000014,12100000014,12100000014,5.0,6050000007,1
43092,12100000015,12100000015,12100000015,12100000014,1178744.0,14262802418,1
43092,12100000015,12100000015,12100000015,12100000015,13156.0,1591876,1
43092,12118000003,12118000005,12118000005,12118000003,9573578.0,116012618243,1
43092,12118000005,121180,12118000005,121180,2734587.0,331377252786,0
43092,121180,12118000005,12118000005,121180,1609485.0,19503739236,0
43092,121150,12110500004,121180,12110500004,7697848.0,93261400002,0
43092,12110500004,121050,12110500004,121050,518881.0,62813322943,0
43092,121050,12100000015,121050,12100000015,104975.0,1270674465,0
43092,11700997006,11700997006,11700997006,11700997006,24942854.0,291856259975,1
43092,11700997005,11700997005,11700997005,11700997005,1092567.0,12784123195,1
43092,11700997005,11700997005,12118000005,11700997005,6514989.0,7792076187,1
43092,117010,117010,117010,117010,329051.0,3850225751,0
43092,11700997005,11700997005,11700997005,11700997005,7016439.0,82099331724,1
43092,11700997,11700997,11700997,11700997,9785268.0,114497391512,0
43092,11700997001,11700997001,11700997001,11700997001,3927747.0,45958555867,1
43092,11700997002,11700997002,11700997002,11700997002,7512835.0,87907659811,1
43092,12118000004,12117000006,12118000004,12104883005,15407056.0,186685938679,1
43092,12117000006,12117000006,130990,12117000006,2577188.0,31234552008,1
43092,126000,126000,126000,126000,1214254.0,152996004,0
43092,126000,126000,126000,126000,1101058.0,138733308,0
43092,12117000006,12117000006,12117000006,12117000006,3203869.0,38821280693,1
43092,12117000007,11754008877,12117000007,11754008877,12822468.0,151526369166,1
43092,11754008877,122000,122000,11754008877,11876051.0,142374821441,0
43092,122000,122000,122000,122000,7372982.0,899503804,0
43092,122000,122000,122000,122000,4401366.0,536966652,0
43092,122000,122000,122000,122000,998882.0,121863604,0
43092,122000,122000,122000,122000,8673434.0,1058158948,0
43092,122000,122000,122000,122000,6934684.0,846031448,0
43092,1183452243,1183452243,1183452243,1183452243,1722975.0,20390586284,0
43092,11834522432,11834522432,11834522432,11834522432,5650955.0,66876353709,1
43092,11834522432,11834522432,11834522432,11834522432,2692686.0,31866652869,1
43092,11834522432,11834522432,11834522432,11834522432,9575459.0,113320984332,1
43092,11700997002,11701997003,11701997003,11700997002,181337.0,21218255647,1
43092,127000,127000,127000,127000,1371575.0,174190025,0
43092,127000,127000,127000,127000,9759336.0,1239435672,0
43092,126650,126650,126650,126650,3274877.0,41476317205,0
43092,11800997002,11800997002,11800997002,11800997002,4733719.0,55862603727,1
43092,12200997005,12000997005,12200997006,12000997005,62436796.0,755885839027,2
43092,12000997005,12000997005,12000997005,12000997005,13510893.0,162144186428,1
43092,127000,127000,127000,127000,46072.0,5851144,0
43092,131000,131000,131000,131000,3680248.0,482112488,0
43092,11702000001,11702000001,11702000001,11702000001,704.0,8238208,1
43092,117030,117030,117030,117030,140651.0,1646038653,0
43092,11750000001,11750000001,11750000001,11750000001,1653559.0,19429318252,1
43092,129990,129990,129990,129990,2401083.0,31211677917,0
43092,129990,129990,129990,129990,1815089.0,23594341911,0
43092,129990,129990,129990,129990,44964109.0,584488452891,2
43092,134990,134990,134990,134990,39421.0,532144079,0
43092,13020658345,134990,134990,13020658345,602085.0,7974755437,0
43092,13020658345,13020658345,13020658345,13020658345,94752.0,12337334195,1
43092,12499000001,12499000001,12499000001,12499000001,29753919.0,371894233611,1
43092,12499000001,12499000001,12499000001,12499000001,13039122.0,162975985891,1
43092,12499000001,12499000001,12499000001,12499000001,392335.0,49037951654,1
43092,12499000001,12499000001,12499000001,12499000001,745499.0,9317992002,1
43092,117010,11702000001,11702000001,117010,221491207.0,2591698184834,2
43092,129990,129990,129990,129990,719231.0,9349283769,0
43092,12998999999,12998999999,12998999999,12998999999,11392028.0,148084971961,1
43092,12998999999,12998999999,12998999999,12998999999,234595.0,3049500405,1
43092,12998999999,12998999999,12998999999,12998999999,4609812.0,59922946183,1
43092,12998999999,12998999999,12998999999,12998999999,288.0,37437119997,1
43092,12998999999,12998999999,12998999999,12998999999,1182959.0,1537728404,1
43092,12998999999,12998999999,12998999999,12998999999,10462809.0,136006054181,1
